經度,緯度,期間平均室外溫度(°),相對溼度(%),降水量(mm),日照時數(hour),期間平均太陽輻射量(kW/m²),能見度(km),總雲量(0~10),太陽高度角(°),天氣現象,海拔(m),設備容量(kW),故障率(%),遮蔽率(%),擺放角度(°),面板溫度(°)
121.0142°E,24.8279°N,23.0,61,0.0,9.7,6.919,30.0,4.4,80,多雲,26.9,9670.331360297752,0.0088146082787545,0.6230255204589863,23.839829449533774,41.695830648088915
121.0142°E,24.8279°N,24.9,77,0.0,9.8,6.344,11.0,3.6,80,晴有靄,26.9,7794.04983501573,0.002079082434916159,98.34006771753127,23.483268965618795,46.84667887865719
121.0142°E,24.8279°N,25.3,87,0.0,8.4,6.194,9.2,4.8,81,多雲有靄,26.9,90.85199057788226,0.00463525755486969,86.62892985816984,23.520561685983793,36.79897174026214
121.0142°E,24.8279°N,26.4,81,0.0,9.2,7.072,18.0,5.0,81,多雲有靄,26.9,6007.826471056315,0.0018768218047967385,40.84438601520147,24.939535293671682,55.15143167901884
121.0142°E,24.8279°N,28.3,76,0.0,8.5,6.628,14.4,3.2,81,晴有靄,26.9,5217.439528327135,0.0011407482807518016,63.76102441259937,24.43388177436109,51.296102180386846
121.0142°E,24.8279°N,27.5,75,4.5,5.3,5.514,18.0,6.8,82,多雲有雨,26.9,3969.6031290144247,0.011098285073298674,17.897391004113082,24.33020307435017,47.55066118653869
121.0142°E,24.8279°N,23.5,85,27.5,0.3,1.819,12.0,9.8,82,陰有雨,26.9,6866.984132083541,0.002414486686893059,36.28535884331264,25.378128292074948,37.32892804237927
121.0142°E,24.8279°N,20.0,88,18.0,0.5,2.561,6.8,10.0,82,陰有雨,26.9,4978.44335205844,0.0018610762580992812,43.18220713412276,26.148652408393385,38.33552609356725
121.0142°E,24.8279°N,20.6,69,0.0,0.0,2.956,12.0,9.8,82,陰天,26.9,9046.771219844926,0.004840168924827539,86.1014311753072,25.210652468273338,32.29323222040821
121.0142°E,24.8279°N,22.5,66,0.0,9.3,7.1,23.0,3.4,83,晴天,26.9,5973.06880658443,0.0034443192779742213,89.46512923167388,24.88683588365258,44.57127020720413
121.0142°E,24.8279°N,23.8,77,0.0,1.6,4.456,8.8,9.2,83,陰有靄,26.9,651.6130560156906,0.007583066970176785,76.77580343307457,23.02203654567821,35.996362362356884
121.0142°E,24.8279°N,23.4,87,0.0,0.0,2.653,9.6,10.0,83,陰有靄,26.9,6840.5481280211525,0.008019563199092156,84.37069939906554,24.778850556598698,49.6028884425229
121.0142°E,24.8279°N,24.4,70,0.0,0.8,3.906,12.0,9.4,84,陰天,26.9,5102.926049320105,0.02823645700498749,86.57749159440993,24.229040843422062,38.1805151891231
121.0142°E,24.8279°N,25.2,72,0.0,8.9,6.614,14.2,5.4,84,多雲,26.9,4726.7404703485645,0.004819893232881554,43.67662919395132,23.87158862917798,43.449444233255136
121.0142°E,24.8279°N,27.1,71,0.0,8.7,6.881,11.2,3.0,84,晴天,26.9,4190.9213114884515,0.022932231498624975,73.2998717595995,25.542641609915936,53.62045734050439
121.0142°E,24.8279°N,29.1,74,6.0,7.9,6.161,15.0,6.0,85,多雲有雨,26.9,3475.1659157738454,0.0006031494342239374,12.401461831327198,25.866018116653326,54.98846635153285
121.0142°E,24.8279°N,23.8,97,249.0,0.0,0.636,13.6,9.8,85,陰有雨,26.9,4086.8592407122296,0.024381226140600804,98.12099191312608,26.721011976515722,34.601822492823366
121.0142°E,24.8279°N,25.1,92,0.5,0.0,2.633,9.6,9.6,85,陰有靄,26.9,160.69680403807536,0.008045724041122908,65.74846358352725,24.96751040665781,48.4311679220052
121.0142°E,24.8279°N,28.5,75,62.0,3.6,4.556,29.0,8.4,86,多雲有雨,26.9,4413.965703022328,0.0037172223420479733,78.15311238977097,24.24448215271746,57.016171945585185
121.0142°E,24.8279°N,21.9,80,8.0,1.2,3.556,7.2,10.0,86,陰有雨,26.9,7204.800762124739,0.007401090597324322,40.95913896676494,25.879427159373293,51.71593637034114
