"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1001.1","1003.9","1003.3","2023/08/01 00:01:00","999.3","2023/08/01 15:32:00","26.2","30.0","2023/08/01 10:56:00","23.4","2023/08/01 04:55:00","24.8","92","75","2023/08/01 10:50:00","1.0","240","5.9","40","2023/08/01 14:50:00","42.0","5.7","10.5","2023/08/01 07:55:00","17.0","2023/08/01 07:52:00","2.3","17.4","10.89","15.0","-2.9","7","2023/08/01 10:00:00","8.4","27.9","28.3","28.1","28.7","28.3","28.8","28.3"
"02","997.8","1000.5","999.9","2023/08/02 00:01:00","995.7","2023/08/02 23:33:00","28.0","30.1","2023/08/02 10:20:00","25.2","2023/08/02 00:58:00","25.4","86","72","2023/08/02 23:53:00","3.1","260","9.8","290","2023/08/02 14:33:00","24.0","4.0","4.5","2023/08/02 00:50:00","9.5","2023/08/02 00:11:00","0.5","3.8","9.58","10.0","-2.6","6","2023/08/02 11:00:00","9.2","27.8","28.3","27.8","28.3","28.0","28.7","28.3"
"03","993.3","996.0","995.8","2023/08/03 00:01:00","991.0","2023/08/03 17:40:00","28.6","31.5","2023/08/03 18:21:00","25.2","2023/08/03 03:25:00","24.0","77","57","2023/08/03 18:10:00","4.2","270","20.2","260","2023/08/03 23:31:00","20.5","7.4","4.5","2023/08/03 03:16:00","11.5","2023/08/03 03:02:00","0.0","0.0","5.06","15.2","-2.0","3","2023/08/03 11:00:00","9.8","26.4","27.2","27.1","27.8","27.6","28.4","28.1"
"04","995.5","998.2","997.7","2023/08/04 10:16:00","991.5","2023/08/04 00:06:00","30.9","33.2","2023/08/04 14:09:00","28.8","2023/08/04 23:25:00","24.6","69","64","2023/08/04 15:05:00","4.3","260","20.4","270","2023/08/04 01:48:00","T","0.3","T","2023/08/04 22:42:00","T","2023/08/04 22:42:00","0.6","4.6","12.29","18.0","-3.8","9","2023/08/04 12:00:00","9.8","27.6","27.8","27.3","27.6","27.2","27.9","28.0"
"05","997.3","1000.0","998.5","2023/08/05 10:00:00","995.8","2023/08/05 00:46:00","29.3","33.0","2023/08/05 12:39:00","26.0","2023/08/05 22:21:00","24.0","74","54","2023/08/05 13:07:00","2.7","250","12.8","230","2023/08/05 06:25:00","T","0.8","T","2023/08/05 00:13:00","T","2023/08/05 00:13:00","4.1","31.2","17.25","25.0","5.2","12","2023/08/05 12:00:00","9.2","27.6","28.2","27.7","28.0","27.6","28.1","27.9"
"06","996.5","999.2","997.8","2023/08/06 00:01:00","994.2","2023/08/06 15:21:00","30.5","36.9","2023/08/06 14:54:00","24.8","2023/08/06 05:26:00","25.3","76","50","2023/08/06 13:45:00","1.6","250","10.8","270","2023/08/06 13:44:00","0.0","0.0","0.0","--","0.0","--","9.5","72.3","24.87","23.6","6.9","12","2023/08/06 13:00:00","7.0","29.5","29.7","28.7","28.7","28.1","28.4","27.8"
"07","997.0","999.7","998.6","2023/08/07 23:22:00","994.5","2023/08/07 14:45:00","30.3","36.1","2023/08/07 14:13:00","25.5","2023/08/07 04:27:00","25.3","77","52","2023/08/07 13:49:00","1.5","290","11.8","220","2023/08/07 12:23:00","0.0","0.0","0.0","--","0.0","--","9.0","68.6","24.34","15.6","5.9","11","2023/08/07 13:00:00","6.4","30.0","30.3","29.5","29.6","29.0","29.1","27.8"
"08","998.9","1001.6","1000.6","2023/08/08 22:03:00","996.8","2023/08/08 03:47:00","30.0","33.5","2023/08/08 16:21:00","26.2","2023/08/08 05:19:00","25.2","76","63","2023/08/08 11:11:00","1.3","260","9.1","300","2023/08/08 01:02:00","0.0","0.0","0.0","--","0.0","--","1.5","11.5","13.09","23.0","3.9","7","2023/08/08 13:00:00","8.6","29.3","30.0","29.5","29.8","29.4","29.4","28.0"
"09","1000.3","1003.0","1001.8","2023/08/09 22:09:00","998.9","2023/08/09 14:32:00","30.2","36.4","2023/08/09 14:49:00","26.1","2023/08/09 05:30:00","25.1","77","46","2023/08/09 15:03:00","1.2","280","10.2","250","2023/08/09 13:17:00","0.0","0.0","0.0","--","0.0","--","7.9","60.4","21.96","25.0","5.9","12","2023/08/09 13:00:00","5.6","30.2","30.7","29.8","29.9","29.4","29.5","28.1"
