經度,緯度,期間平均室外溫度(°),相對溼度(%),降水量(mm),日照時數(hour),期間平均太陽輻射量(kW/m²),能見度(km),總雲量(0~10),太陽高度角(°),天氣現象,海拔(m),設備容量(kW),故障率(%),遮蔽率(%),擺放角度(°),面板溫度(°)
120.9081°E,23.8813°N,21.2,84,0.0,5.6,5.383,28.0,6.8,81,多雲有靄,1017.5,5139.91949438313,0.014560363117963077,31.828442487209863,24.038099749702592,35.6250988485552
120.9081°E,23.8813°N,21.2,84,0.0,3.6,3.778,24.0,6.8,81,多雲有靄,1017.5,8065.007097884776,0.004258843324793708,0.587378555105833,24.5739099127221,35.400485243574764
120.9081°E,23.8813°N,22.6,83,0.0,5.9,5.236,25.0,4.8,82,多雲有靄,1017.5,9325.64337119424,0.004364458302793528,11.011117825660167,23.081667921575136,42.09811531900937
120.9081°E,23.8813°N,22.9,85,0.0,6.8,5.614,23.0,3.6,82,晴有靄,1017.5,6729.694254946691,0.0027864351677165597,65.70000593742624,22.609331030847578,39.34125985658201
120.9081°E,23.8813°N,23.1,86,0.0,7.6,6.333,28.0,3.6,82,晴有靄,1017.5,8875.487031751361,0.0008049192002535867,99.13829988984811,23.689849195033567,36.89757086255843
120.9081°E,23.8813°N,23.8,73,0.0,7.7,5.969,30.0,4.6,83,多雲,1017.5,3516.9130945217266,0.011525988687934714,5.161855399507598,23.144976017407863,53.776092231299614
120.9081°E,23.8813°N,19.4,97,83.5,0.3,1.506,12.1,9.5,83,陰有雨,1017.5,2879.760661316524,0.00656275756981793,20.86811922474796,25.864051778174115,34.332916638346255
120.9081°E,23.8813°N,19.1,100,8.0,0.4,2.1,12.1,9.5,83,陰有雨,1017.5,1101.4215329502174,0.007434453233655935,73.44902289458818,24.365074165289197,41.52140453377628
120.9081°E,23.8813°N,18.4,100,0.0,0.0,1.511,8.0,10.0,83,陰有靄,1017.5,1502.576169326135,0.009727177208732257,7.357155006150706,22.996443319051767,31.705875491620134
120.9081°E,23.8813°N,18.2,98,0.0,0.8,2.308,13.0,9.2,84,陰有靄,1017.5,5081.373296467424,0.010164019777849214,21.402570433952185,23.55161059369172,37.53628361198598
120.9081°E,23.8813°N,18.6,95,0.0,0.4,2.211,17.0,10.0,84,陰有靄,1017.5,831.6090869565797,0.00847053996015127,52.39493543593387,23.618171845917935,39.560328134089346
120.9081°E,23.8813°N,19.2,97,4.0,0.2,2.95,14.8,10.0,84,陰有雨,1017.5,9350.1346760401,0.04333104570655866,35.41302720760841,23.637928056129347,44.71031753065263
120.9081°E,23.8813°N,18.2,99,1.0,0.0,1.006,4.6,10.0,85,陰有雨,1017.5,6287.277497402235,0.0010200039839342754,39.272374702011646,22.21196085868681,44.67101600920967
120.9081°E,23.8813°N,19.0,88,0.5,0.5,3.317,30.0,10.0,85,陰有靄,1017.5,2895.6735416149577,0.0017984701233979433,27.796369277115407,21.909550091474653,43.97511195314067
