經度,緯度,期間平均室外溫度(°),相對溼度(%),降水量(mm),日照時數(hour),期間平均太陽輻射量(kW/m²),能見度(km),總雲量(0~10),太陽高度角(°),天氣現象,海拔(m),設備容量(kW),故障率(%),遮蔽率(%),擺放角度(°),面板溫度(°)
120.6841°E,24.1457°N,24.8,64,0.0,9.3,6.753,15.0,5.4,81,多雲,84.04,2220.709717726305,0.016124351311785256,51.84179878729432,23.332902006304888,38.554424573225035
120.6841°E,24.1457°N,25.7,73,0.0,9.1,6.264,13.4,5.0,81,多雲,84.04,808.3319463799837,0.013751295810758823,15.83098677126512,25.665448124805117,41.18172923984449
120.6841°E,24.1457°N,26.4,74,0.0,10.3,6.675,10.4,4.8,81,多雲,84.04,4142.935955791432,0.003165765304027243,26.581911753550724,23.284443522565457,41.47176411547575
120.6841°E,24.1457°N,27.6,68,0.0,9.7,6.689,10.8,2.6,82,晴天,84.04,3276.3119129396523,0.0013143366096730646,96.39305290679418,25.986606861142775,41.3682931119187
120.6841°E,24.1457°N,28.9,67,0.0,10.1,7.156,12.8,3.2,82,晴天,84.04,244.04130973324018,0.002097119227902259,57.7662858129756,22.152268690864183,49.20945223810787
120.6841°E,24.1457°N,29.2,66,0.5,9.7,6.944,19.0,4.2,82,多雲,84.04,6398.311966132441,0.038511057023206126,80.24968852628702,25.627632348005935,57.6549922789134
120.6841°E,24.1457°N,24.5,90,91.5,0.4,2.222,11.0,9.8,83,陰有雨,84.04,23.13991111190338,0.006417302604027525,54.64564979724778,25.2291163485609,44.19862149976916
120.6841°E,24.1457°N,22.7,78,26.5,5.4,5.339,19.2,7.2,83,多雲有雨,84.04,292.0865251635045,0.0008937970886823154,25.124511169054763,26.005361170105463,45.335321054754914
120.6841°E,24.1457°N,22.5,66,0.0,0.2,3.528,19.0,9.6,83,陰天,84.04,8166.785365951004,0.007504244139818348,91.26267637037832,25.444942881754102,34.38405464354645
120.6841°E,24.1457°N,23.8,66,0.0,5.6,5.622,12.6,7.0,83,多雲,84.04,3611.123136219627,0.00034866126313226224,79.61427208560042,22.35027121240539,37.57335471586216
120.6841°E,24.1457°N,24.6,73,0.0,2.3,3.919,10.0,9.2,84,陰天,84.04,3655.412201353736,0.003001463395294214,49.34150518967597,24.47969897488023,53.385987039297035
120.6841°E,24.1457°N,26.1,70,0.0,5.1,5.397,9.4,7.0,85,多雲,84.04,9435.45728007678,0.001070103359090573,34.60281517559524,22.549009091450582,43.768181321342304
120.6841°E,24.1457°N,27.7,69,0.0,5.7,5.256,10.0,4.2,85,多雲,84.04,5104.03761859514,0.02843064427730712,44.66078279223132,25.34760568300228,38.10782756896301
120.6841°E,24.1457°N,28.0,78,1.5,1.1,2.683,13.8,9.2,85,陰有雨,84.04,5726.613869429185,0.005382292911873706,80.14015304110701,22.36154840858059,41.80955546911005
120.6841°E,24.1457°N,25.8,86,24.0,1.9,1.631,10.2,8.2,86,多雲有雨,84.04,4524.736039323938,0.013675754995135021,95.3630505727347,23.776442914708575,53.771423097694466
120.6841°E,24.1457°N,27.1,79,1.0,5.9,5.772,12.0,7.4,86,多雲有雨,84.04,3303.2022663431035,0.0010098995979393164,66.08443909583853,25.717637177421196,56.403150940286814
120.6841°E,24.1457°N,28.3,72,0.0,4.7,4.958,12.6,9.0,86,陰天,84.04,7699.556836236256,0.012874673486917643,97.4349478885644,23.64055806958388,39.961088860768896
120.6841°E,24.1457°N,28.4,75,6.5,2.0,4.156,17.4,8.6,86,多雲有雨,84.04,2397.164755682637,0.0022793635057953153,81.03142321123518,22.3860846794654,47.39487115793112
120.6841°E,24.1457°N,25.1,81,20.0,3.9,5.064,11.6,8.6,86,多雲有雨,84.04,8131.892104305966,0.003243139923059845,81.02855291824956,24.503195512934973,53.39468680234924
120.6841°E,24.1457°N,25.0,84,7.0,1.3,3.25,10.0,8.4,87,多雲有雨,84.04,599.1565459095913,0.03445084342054994,30.251811250039427,25.448523305993405,48.188345607066424
