經度,緯度,期間平均室外溫度(°),相對溼度(%),降水量(mm),日照時數(hour),期間平均太陽輻射量(kW/m²),能見度(km),總雲量(0~10),太陽高度角(°),天氣現象,海拔(m),設備容量(kW),故障率(%),遮蔽率(%),擺放角度(°),面板溫度(°)
121.7405°E,25.1333°N,25.2,80,1.5,2.8,4.147,19.0,8.6,80,多雲有雨,26.7,2233.687500456235,0.007910558125891847,22.30809416912888,25.888204647285423,38.474628500017985
121.7405°E,25.1333°N,27.0,79,0.5,8.7,6.45,16.0,6.4,80,多雲有靄,26.7,704.1783431881977,0.027706283024050718,7.799233938998706,26.023862044499356,40.16904347046333
121.7405°E,25.1333°N,26.2,82,0.0,9.5,6.892,10.4,6.4,81,多雲有靄,26.7,2503.5627861334897,0.0036321098594877415,44.68262620796576,23.616815006155825,54.5537401548945
121.7405°E,25.1333°N,27.9,75,0.0,6.5,6.119,14.4,5.6,81,多雲有靄,26.7,5664.896840863236,0.0053567177055333535,4.321572973662613,26.143079667839892,48.76538087742636
121.7405°E,25.1333°N,26.8,85,8.0,5.2,5.572,11.0,8.0,81,多雲有雨,26.7,7672.137066721291,0.015270896529872667,68.50244527227008,24.90670384805306,46.15992294759923
121.7405°E,25.1333°N,22.8,91,13.0,0.4,1.742,11.6,9.4,82,陰有雨,26.7,6610.93228831483,0.0124137975912766,1.1478933760174836,26.218477786499058,49.12284652577699
121.7405°E,25.1333°N,20.0,85,35.5,0.0,1.119,11.2,10.0,82,陰有雨,26.7,1397.27639587921,0.009776561445984247,27.149077328868067,27.04071105604277,34.30857956562723
121.7405°E,25.1333°N,20.6,66,0.0,0.3,3.389,15.0,8.4,82,多雲,26.7,3564.7177632039,0.00020216239858910078,23.040538778108445,26.102706944263396,42.28500416789773
121.7405°E,25.1333°N,21.4,72,0.0,9.2,7.333,15.0,2.6,82,晴天,26.7,4201.615442342981,0.011714248667331863,73.27818008916883,25.835965797125578,41.94010335588312
121.7405°E,25.1333°N,23.3,80,0.0,0.9,3.506,13.2,9.8,83,陰有靄,26.7,5670.307531271929,0.01294846044786904,79.53126800992895,23.584682088807174,37.28325264342742
121.7405°E,25.1333°N,23.4,85,5.0,0.1,3.114,12.0,10.0,83,陰有雨,26.7,7213.4709704985635,0.005555936554638478,40.72471068550777,25.464961857866015,48.214410419233616
121.7405°E,25.1333°N,22.0,87,1.0,0.0,0.842,13.6,10.0,83,陰有雨,26.7,8703.738056915112,0.03473784616887714,40.042299907168314,24.329058523853647,48.56720133486237
121.7405°E,25.1333°N,23.8,69,0.0,3.5,4.547,17.0,9.2,84,陰天,26.7,9098.501858737567,0.014279750975953708,10.214265774506748,27.043458065759808,40.9337744874898
121.7405°E,25.1333°N,26.4,62,0.0,8.3,6.942,30.0,6.0,84,多雲,26.7,6542.217496222264,0.001418901404508205,65.11814271716158,26.880011239577293,54.57654610548818
121.7405°E,25.1333°N,27.4,70,0.0,7.8,6.958,25.0,5.2,84,多雲,26.7,4370.641104530067,0.029591553900879343,65.55533548588475,26.421411265067967,55.55817734171262
121.7405°E,25.1333°N,29.2,70,4.5,5.3,4.939,24.0,7.0,84,多雲有雨,26.7,6262.131039809727,0.0016419628036671474,58.82090729486195,23.580297637484957,44.590445649074
121.7405°E,25.1333°N,23.8,90,17.0,0.0,0.578,9.8,10.0,85,陰有雨,26.7,20.84202605682653,0.0229339374527735,67.01963631462054,25.578254366081122,47.01846012256666
121.7405°E,25.1333°N,23.5,92,25.0,0.0,1.036,10.6,10.0,85,陰有雨,26.7,5071.120977245701,0.009577800142542843,95.12007155756727,23.267026057303443,35.44017932791796
121.7405°E,25.1333°N,26.0,87,1.0,1.2,3.608,10.0,10.0,85,陰有雨,26.7,8469.620734940423,0.009091848861596414,64.43820755989285,23.923208742275847,51.46645323969779
121.7405°E,25.1333°N,27.3,76,24.5,3.3,4.283,23.0,9.0,85,陰有雨,26.7,3446.6976054959814,0.015855276825132592,97.17666350170647,24.027018295538323,50.067998655895735
121.7405°E,25.1333°N,21.4,76,7.5,0.0,1.172,10.0,10.0,85,陰有雨,26.7,1374.4340568506516,0.0012330290972268898,57.75256641423204,24.791431311929053,34.10371961148668
121.7405°E,25.1333°N,23.9,79,2.5,0.3,2.444,16.0,10.0,86,陰有雨,26.7,5176.62097366101,0.0006192509372440114,9.443728770894054,26.584714323553587,48.669441609471484
121.7405°E,25.1333°N,24.2,91,0.5,0.9,3.461,12.2,9.2,86,陰有靄,26.7,1146.000749350417,0.006653915113242789,11.772665997080988,25.31131456561808,45.55729909189989
121.7405°E,25.1333°N,26.7,81,0.0,11.0,7.397,13.8,3.2,86,晴有靄,26.7,9145.483107530297,0.00825219101948213,18.544453199215873,24.68841649565747,48.15408580536514
121.7405°E,25.1333°N,26.8,69,0.0,12.4,8.014,21.0,1.8,86,晴天,26.7,7273.191610288863,0.0404099469072746,63.65081754393464,23.15718146180796,51.46591204764124
121.7405°E,25.1333°N,27.6,77,0.0,7.0,6.208,30.0,4.6,86,多雲有靄,26.7,8247.179849316375,0.0005277467275059255,22.042364138234117,25.72867707764424,39.32814692487304
121.7405°E,25.1333°N,26.8,93,1.5,0.7,3.367,9.6,9.8,87,陰有雨,26.7,3391.4649134015503,0.011245442798906597,22.127113193785597,26.25347336996411,36.88168719561489
121.7405°E,25.1333°N,25.9,96,34.0,0.0,1.469,6.4,10.0,87,陰有雨,26.7,6899.518294192011,0.0022755029005655514,80.79189538321656,26.89930282097077,45.79429070975658
121.7405°E,25.1333°N,27.9,80,0.0,6.5,5.886,16.2,7.0,87,多雲有靄,26.7,4813.141622252734,0.015065187713302182,37.1507807713962,26.292829740427734,49.522794438744
121.7405°E,25.1333°N,27.5,84,2.0,1.0,2.681,14.0,10.0,87,陰有雨,26.7,6984.943499215693,0.0006102090675410579,39.81860334246862,26.08151104844412,48.54433803087568
121.7405°E,25.1333°N,27.9,83,11.5,7.7,6.517,22.0,5.0,87,多雲有雨,26.7,2407.821635128847,0.02506187448849844,68.61240443411343,23.692256024708335,41.65108603679446
121.7405°E,25.1333°N,28.7,78,0.0,11.9,7.481,23.0,3.0,87,晴有靄,26.7,400.78361552283206,0.002419846428362935,31.206738039146686,25.638618937943495,53.0468885575341
