經度,緯度,期間平均室外溫度(°),相對溼度(%),降水量(mm),日照時數(hour),期間平均太陽輻射量(kW/m²),能見度(km),總雲量(0~10),太陽高度角(°),天氣現象,海拔(m),設備容量(kW),故障率(%),遮蔽率(%),擺放角度(°),面板溫度(°)
118.2893°E,24.4073°N,28.7,87,0.0,10.5,7.136,12.4,2.0,81,晴有靄,47.88,6504.092043154177,0.007182128040198486,75.01362861060107,25.07170666994129,58.457908965519245
118.2893°E,24.4073°N,29.8,85,0.0,10.9,7.136,15.6,3.2,81,晴有靄,47.88,2570.4272576156973,0.0002862882563954882,84.73123874866262,25.351998500464042,40.21614223846981
118.2893°E,24.4073°N,29.5,89,0.0,10.6,7.039,12.8,4.6,81,多雲有靄,47.88,1116.919703519663,0.0032957080115439616,65.71890306104225,25.20592251596838,46.54784937515693
118.2893°E,24.4073°N,29.4,89,0.0,11.2,6.594,15.0,3.8,82,晴有靄,47.88,7899.81551770524,0.016091531623557108,94.94552941959824,24.313701543941747,52.73200695963128
118.2893°E,24.4073°N,29.5,90,0.0,11.5,6.719,13.4,1.4,82,晴有靄,47.88,2113.909060476751,0.018480955478470038,82.78894018117505,24.61743475540885,43.33354809865318
118.2893°E,24.4073°N,29.0,90,0.0,10.2,6.211,15.2,2.8,82,晴有靄,47.88,7142.853150225708,0.011362769652350169,57.252791336299126,22.456630149931684,52.904759566089304
118.2893°E,24.4073°N,27.8,92,1.5,2.6,3.611,14.0,8.8,83,多雲有雨,47.88,5347.0574444946005,0.0007505555361107943,93.46049678640077,26.3612915041757,38.0203338970798
118.2893°E,24.4073°N,28.6,89,0.0,9.7,6.806,15.4,3.8,83,晴有靄,47.88,7849.2426364301045,0.012245955495911709,26.911317057926087,25.066425883175633,54.142489055926546
118.2893°E,24.4073°N,27.4,91,9.5,2.8,3.658,22.0,9.0,83,陰有雨,47.88,4757.1813871588165,0.03522127367677848,26.097774276247964,26.184085447809572,51.14262601365904
118.2893°E,24.4073°N,27.4,93,2.0,1.1,3.844,16.4,9.6,83,陰有雨,47.88,6596.894300725104,0.00036649524686072635,41.87453215064306,24.311073981089102,40.11267436475677
118.2893°E,24.4073°N,26.8,95,10.0,4.3,3.428,27.0,8.4,84,多雲有雨,47.88,3623.0663697068712,0.003839873838655126,89.41743127354745,25.58496290868166,49.38706267839389
118.2893°E,24.4073°N,28.3,93,0.0,10.7,6.683,19.6,2.4,84,晴有靄,47.88,672.2027345060993,0.01614265006697494,47.06223867204675,22.723702691567187,41.36832908322172
118.2893°E,24.4073°N,28.9,92,0.0,9.6,6.664,15.4,3.0,84,晴有靄,47.88,3772.464727094018,0.004574765005699158,77.49462799004189,25.621436945438727,42.72965576399186
